Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
57818-15800,PF,Jae,Jae Crowder,Crowder,21.509090909090908,55,4000,PHO@NY,PHO,NY,GTD,Ankle,,,,PF
57818-58350,SF,Stanley,Stanley Johnson,Johnson,10.51800048828125,50,4000,CLE@TOR,TOR,CLE,,,,,,SF
57818-66061,SG,Dwayne,Dwayne Bacon,Bacon,17.281667073567707,60,3900,LAL@ORL,ORL,LAL,,,,,,SG
57818-117812,SF,Donta,Donta Hall,Hall,15.560000610351562,5,3900,LAL@ORL,ORL,LAL,,,,,,SF
57818-145548,PF,Anthony,Anthony Gill,Gill,5.179999923706054,20,3900,SA@WAS,WAS,SA,,,,,,PF
57818-15592,PG,Austin,Austin Rivers,Rivers,13.654167175292969,24,3900,MEM@DEN,DEN,MEM,,,,,,PG
57818-145304,C,Onyeka,Onyeka Okongwu,Okongwu,10.376923389923878,39,3900,ATL@DET,ATL,DET,,,,,,C
57818-145827,PF,Freddie,Freddie Gillespie,Gillespie,15.662500381469727,8,3900,CLE@TOR,TOR,CLE,,,,,,PF
57818-145348,SG,Immanuel,Immanuel Quickley,Quickley,18.519642421177455,56,3900,PHO@NY,NY,PHO,,,,,,SG
57818-97263,C,Drew,Drew Eubanks,Eubanks,15.121951219512194,41,3900,SA@WAS,SA,WAS,,,,,,C
57818-41082,C,Damian,Damian Jones,Jones,7.696296409324363,27,3800,DAL@SAC,SAC,DAL,,,,,,C
57818-63127,C,Willy,Willy Hernangomez,Hernangomez,17.208333333333332,36,3800,LAC@NO,NO,LAC,,,,,,C
57818-14511,PF,Markieff,Markieff Morris,Morris,15.569230299729567,52,3800,LAL@ORL,LAL,ORL,,,,,,PF
57818-19138,PG,Elfrid,Elfrid Payton,Payton,21.876922607421875,52,3800,PHO@NY,NY,PHO,,,,,,PG
57818-110353,PF,Brandon,Brandon Clarke,Clarke,24.804082130899236,49,3800,MEM@DEN,MEM,DEN,,,,,,PF
57818-11074,SF,Garrett,Garrett Temple,Temple,17.220454822887074,44,3800,CHI@MIA,CHI,MIA,,,,,,SF
57818-15727,SG,Ben,Ben McLemore,McLemore,12.59512254668445,41,3800,LAL@ORL,LAL,ORL,,,,,,SG
57818-145308,SF,Patrick,Patrick Williams,Williams,20.108474990068856,59,3800,CHI@MIA,CHI,MIA,,,,,,SF
57818-24544,SG,Gary,Gary Harris,Harris,17.751851399739582,27,3800,LAL@ORL,ORL,LAL,,,,,,SG
57818-9703,PG,George,George Hill,Hill,19.077777438693577,18,3800,OKC@PHI,PHI,OKC,,,,,,PG
57818-12340,PF,Patrick,Patrick Patterson,Patterson,9.872726902817234,33,3700,LAC@NO,LAC,NO,,,,,,PF
57818-66108,PG,Jamal,Jamal Murray,Murray,35.83958435058594,48,3700,MEM@DEN,DEN,MEM,O,Knee,,,,PG
57818-84689,SF,Josh,Josh Okogie,Okogie,13.987500508626303,48,3700,UTA@MIN,MIN,UTA,,,,,,SF
57818-9939,SG,Patty,Patty Mills,Mills,18.400000435965403,56,3700,SA@WAS,SA,WAS,,,,,,SG
57818-16197,SG,Chasson,Chasson Randle,Randle,10.927585996430496,29,3700,LAL@ORL,ORL,LAL,,,,,,SG
57818-23981,PG,Alex,Alex Caruso,Caruso,16.16,50,3700,LAL@ORL,LAL,ORL,,,,,,PG
57818-80812,PF,Lauri,Lauri Markkanen,Markkanen,23.352499389648436,40,3700,CHI@MIA,CHI,MIA,,,,,,PF
57818-145341,SG,Isaac,Isaac Okoro,Okoro,17.15636319247159,55,3700,CLE@TOR,CLE,TOR,,,,,,SG
57818-24546,SF,Denzel,Denzel Valentine,Valentine,14.79245283018868,53,3700,CHI@MIA,CHI,MIA,,,,,,SF
57818-84699,SG,Hamidou,Hamidou Diallo,Diallo,22.045651643172555,46,3600,ATL@DET,DET,ATL,,,,,,SG
57818-12511,PG,Ish,Ish Smith,Smith,17.984375,32,3600,SA@WAS,WAS,SA,,,,,,PG
57818-9956,SG,Wayne,Wayne Ellington,Ellington,15.244186046511627,43,3600,ATL@DET,DET,ATL,,,,,,SG
57818-58084,SF,Justise,Justise Winslow,Winslow,16.41999969482422,20,3600,MEM@DEN,MEM,DEN,,,,,,SF
57818-84709,C,Mitchell,Mitchell Robinson,Robinson,25.73871046496976,31,3600,PHO@NY,NY,PHO,O,Foot,,,,C
57818-9455,PG,Rajon,Rajon Rondo,Rondo,14.01111094156901,36,3600,LAC@NO,LAC,NO,GTD,Wrist,,,,PG
57818-110320,SF,Matisse,Matisse Thybulle,Thybulle,14.891227856016995,57,3600,OKC@PHI,PHI,OKC,,,,,,SF
57818-110340,PF,Jaxson,Jaxson Hayes,Hayes,13.65000025431315,48,3600,LAC@NO,NO,LAC,,,,,,PF
57818-145316,PG,Kira,Kira Lewis,Lewis,13.542856852213541,42,3600,LAC@NO,NO,LAC,,,,,,PG
57818-16301,C,Dewayne,Dewayne Dedmon,Dedmon,17.599999745686848,6,3600,CHI@MIA,MIA,CHI,,,,,,C
57818-145331,SG,Tyrese,Tyrese Maxey,Maxey,12.668626972273284,51,3600,OKC@PHI,PHI,OKC,,,,,,SG
57818-18435,SF,Alfonzo,Alfonzo McKinnie,McKinnie,5.182352851418888,34,3500,LAL@ORL,LAL,ORL,,,,,,SF
57818-96775,PF,Norvel,Norvel Pelle,Pelle,6.6875,8,3500,PHO@NY,NY,PHO,,,,,,PF
57818-111622,SF,Garrison,Garrison Mathews,Mathews,9.949999773943865,54,3500,SA@WAS,WAS,SA,,,,,,SF
57818-101387,PG,Gabe,Gabe Vincent,Vincent,8.89047604515439,42,3500,CHI@MIA,MIA,CHI,,,,,,PG
57818-9739,C,JaVale,JaVale McGee,McGee,18.37894801089638,38,3500,MEM@DEN,DEN,MEM,,,,,,C
57818-85521,SG,Theo,Theo Pinson,Pinson,0.3500000068119594,14,3500,PHO@NY,NY,PHO,,,,,,SG
57818-117275,PG,Jeremiah,Jeremiah Martin,Martin,14,9,3500,CLE@TOR,CLE,TOR,,,,,,PG
57818-117274,PF,Chris,Chris Silva,Silva,5.626666768391927,15,3500,DAL@SAC,SAC,DAL,,,,,,PF
57818-15904,SG,Rodney,Rodney Hood,Hood,9.722916920979818,48,3500,CLE@TOR,TOR,CLE,GTD,Knee,,,,SG
57818-117285,SF,Vlatko,Vlatko Cancar,Cancar,3.7939393014618843,33,3500,MEM@DEN,DEN,MEM,,,,,,SF
57818-117287,SF,Robert,Robert Franks,Franks,11.466667175292969,6,3500,LAL@ORL,ORL,LAL,,,,,,SF
57818-117289,PF,Juwan,Juwan Morgan,Morgan,3.2652173249617866,23,3500,UTA@MIN,UTA,MIN,,,,,,PF
57818-37931,C,Aron,Aron Baynes,Baynes,14.445999755859376,50,3500,CLE@TOR,TOR,CLE,,,,,,C
57818-15405,PF,JaMychal,JaMychal Green,Green,16.842552672041222,47,3500,MEM@DEN,DEN,MEM,,,,,,PF
57818-110639,PF,Sekou,Sekou Doumbouya,Doumbouya,8.446808510638299,47,3500,ATL@DET,DET,ATL,,,,,,PF
57818-110638,SF,Deividas,Deividas Sirvydis,Sirvydis,2.114285741533552,14,3500,ATL@DET,DET,ATL,,,,,,SF
57818-110640,PF,Luka,Luka Samanic,Samanic,7.314814814814815,27,3500,SA@WAS,SA,WAS,,,,,,PF
57818-117301,PF,Devontae,Devontae Cacok,Cacok,5.735294117647059,17,3500,LAL@ORL,LAL,ORL,,,,,,PF
57818-12342,PF,Al-Farouq,Al-Farouq Aminu,Aminu,15.55,20,3500,CHI@MIA,CHI,MIA,,,,,,PF
57818-117819,PG,Jared,Jared Harper,Harper,0,4,3500,PHO@NY,NY,PHO,,,,,,PG
57818-117308,PF,Simi,Simi Shittu,Shittu,,,3500,PHO@NY,NY,PHO,GTD,Not injury related,,,,PF
57818-12351,C,Derrick,Derrick Favors,Favors,17.135713849748885,56,3500,UTA@MIN,UTA,MIN,,,,,,C
57818-16448,PF,Frank,Frank Kaminsky,Kaminsky,14.457142857142857,35,3500,PHO@NY,PHO,NY,,,,,,PF
57818-112709,SG,Javonte,Javonte Green,Green,8.203225904895413,31,3500,CHI@MIA,CHI,MIA,,,,,,SG
57818-112708,SF,Max,Max Strus,Strus,7.778124809265137,32,3500,CHI@MIA,MIA,CHI,,,,,,SF
57818-9799,SG,Wesley,Wesley Matthews,Matthews,10.127999877929687,50,3500,LAL@ORL,LAL,ORL,,,,,,SG
57818-145486,SG,Myles,Myles Powell,Powell,,,3500,PHO@NY,NY,PHO,GTD,Not injury related,,,,SG
57818-12365,C,Ed,Ed Davis,Davis,13.004545731977982,22,3500,UTA@MIN,MIN,UTA,,,,,,C
57818-12368,PF,Nemanja,Nemanja Bjelica,Bjelica,13.123529770795036,34,3500,CHI@MIA,MIA,CHI,,,,,,PF
57818-145491,PF,Nathan,Nathan Knight,Knight,7.400000113028067,27,3500,ATL@DET,ATL,DET,,,,,,PF
57818-115802,SF,Jaylen,Jaylen Hoard,Hoard,12.180000305175781,10,3500,OKC@PHI,OKC,PHI,,,,,,SF
57818-85597,PG,Jordan,Jordan McLaughlin,McLaughlin,16.509756693025913,41,3500,UTA@MIN,MIN,UTA,,,,,,PG
57818-58461,PF,Trey,Trey Lyles,Lyles,11.052173780358356,23,3500,SA@WAS,SA,WAS,O,Ankle,,,,PF
57818-20064,PG,Matthew,Matthew Dellavedova,Dellavedova,12.36923100398137,13,3500,CLE@TOR,CLE,TOR,,,,,,PG
57818-110697,PF,Nicolo,Nicolo Melli,Melli,8.0676466997932,34,3500,DAL@SAC,DAL,SAC,,,,,,PF
57818-17517,SF,Tony,Tony Snell,Snell,11.18249969482422,40,3500,ATL@DET,ATL,DET,O,Ankle,,,,SF
57818-23156,PF,Georges,Georges Niang,Niang,10.441666666666666,60,3500,UTA@MIN,UTA,MIN,,,,,,PF
57818-41077,SG,Sindarius,Sindarius Thornwell,Thornwell,3.0714285714285716,14,3500,LAC@NO,NO,LAC,,,,,,SG
57818-23676,PG,Damyean,Damyean Dotson,Dotson,12.82857142857143,35,3500,CLE@TOR,CLE,TOR,,,,,,PG
57818-145532,SG,Jay,Jay Scrubb,Scrubb,,,3500,LAC@NO,LAC,NO,GTD,Foot,,,,SG
57818-145539,SF,Deni,Deni Avdija,Avdija,15.905556007667824,54,3500,SA@WAS,WAS,SA,O,Ankle,,,,SF
57818-17541,SF,James,James Nunnally,Nunnally,3.933333396911621,3,3500,LAC@NO,NO,LAC,,,,,,SF
57818-9873,C,Robin,Robin Lopez,Lopez,16.188333129882814,60,3500,SA@WAS,WAS,SA,,,,,,C
57818-63126,SF,Cedi,Cedi Osman,Osman,19.69199951171875,50,3500,CLE@TOR,CLE,TOR,,,,,,SF
57818-70822,PF,Juancho,Juancho Hernangomez,Hernangomez,13.397619338262649,42,3500,UTA@MIN,MIN,UTA,,,,,,PF
57818-49336,SG,DeAndre',DeAndre' Bembry,Bembry,13.469230456229967,39,3500,CLE@TOR,TOR,CLE,,,,,,SG
57818-12474,PG,Patrick,Patrick Beverley,Beverley,19.44193587764617,31,3500,LAC@NO,LAC,NO,O,Hand,,,,PG
57818-23740,PG,Ryan,Ryan Arcidiacono,Arcidiacono,7.582856968470982,35,3500,CHI@MIA,CHI,MIA,,,,,,PG
57818-84668,SF,Troy,Troy Brown,Brown,10.514705882352942,34,3500,CHI@MIA,CHI,MIA,O,Ankle,,,,SF
57818-9920,PF,Anthony,Anthony Tolliver,Tolliver,6.733333587646484,3,3500,OKC@PHI,PHI,OKC,,,,,,PF
57818-84674,SF,Kevin,Kevin Knox,Knox,7.684210526315789,38,3500,PHO@NY,NY,PHO,,,,,,SF
57818-16071,PG,Tim,Tim Frazier,Frazier,6.433333079020183,3,3500,MEM@DEN,MEM,DEN,,,,,,PG
57818-84688,SF,Keita,Keita Bates-Diop,Bates-Diop,5.5,22,3500,SA@WAS,SA,WAS,,,,,,SF
57818-84696,SG,Jevon,Jevon Carter,Carter,8.677083333333334,48,3500,PHO@NY,PHO,NY,,,,,,SG
57818-14554,SF,E'Twaun,E'Twaun Moore,Moore,10.03749974568685,24,3500,PHO@NY,PHO,NY,,,,,,SF
57818-145624,SG,Ty-Shon,Ty-Shon Alexander,Alexander,1.7222222222222223,9,3500,PHO@NY,PHO,NY,,,,,,SG
57818-84702,SG,Lonnie,Lonnie Walker,Walker,17.717021536319812,47,3500,SA@WAS,SA,WAS,,,,,,SG
57818-58081,PG,Tyus,Tyus Jones,Jones,18.00350791529605,57,3500,MEM@DEN,MEM,DEN,,,,,,PG
57818-84707,SF,Chandler,Chandler Hutchison,Hutchison,8.635714394705635,14,3500,SA@WAS,WAS,SA,,,,,,SF
57818-145632,PF,Killian,Killian Tillie,Tillie,7.338461655836839,13,3500,MEM@DEN,MEM,DEN,,,,,,PF
57818-58083,C,Jahlil,Jahlil Okafor,Okafor,8.173684371145148,19,3500,ATL@DET,DET,ATL,,,,,,C
57818-23780,SF,Jake,Jake Layman,Layman,10.757142566499256,42,3500,UTA@MIN,MIN,UTA,,,,,,SF
57818-110309,SF,KZ,KZ Okpala,Okpala,6.75,30,3500,CHI@MIA,MIA,CHI,,,,,,SF
57818-110308,SF,Jarrell,Jarrell Brantley,Brantley,4,21,3500,UTA@MIN,UTA,MIN,,,,,,SF
57818-110313,C,Bol,Bol Bol,Bol,4.657692249004658,26,3500,MEM@DEN,DEN,MEM,,,,,,C
57818-145643,SG,Mason,Mason Jones,Jones,9.290322580645162,31,3500,OKC@PHI,PHI,OKC,,,,,,SG
57818-110827,SG,Matt,Matt Thomas,Thomas,4.325714111328125,35,3500,UTA@MIN,UTA,MIN,,,,,,SG
57818-110317,PG,Jaylen,Jaylen Nowell,Nowell,16.37631546823602,38,3500,UTA@MIN,MIN,UTA,,,,,,PG
57818-9453,PF,Al,Al Horford,Horford,31.735713413783483,28,3500,OKC@PHI,OKC,PHI,O,Coach's decision,,,,PF
57818-84721,PF,Jarred,Jarred Vanderbilt,Vanderbilt,17.62830165647111,53,3500,UTA@MIN,MIN,UTA,,,,,,PF
57818-67312,C,Thomas,Thomas Bryant,Bryant,26.370001220703124,10,3500,SA@WAS,WAS,SA,O,Knee,,,,C
57818-84722,PF,Isaac,Isaac Bonga,Bonga,6.081081081081081,37,3500,SA@WAS,WAS,SA,,,,,,PF
57818-84725,PF,Kostas,Kostas Antetokounmpo,Antetokounmpo,3.164285659790039,14,3500,LAL@ORL,LAL,ORL,,,,,,PF
57818-110324,SG,Miye,Miye Oni,Oni,5.113636363636363,44,3500,UTA@MIN,UTA,MIN,,,,,,SG
57818-85238,SG,Yuta,Yuta Watanabe,Watanabe,11.175610053830031,41,3500,CLE@TOR,TOR,CLE,,,,,,SG
57818-110329,PF,Bruno,Bruno Fernando,Fernando,4.566666779694734,27,3500,ATL@DET,ATL,DET,,,,,,PF
57818-110333,SF,Jarrett,Jarrett Culver,Culver,11.494117288028493,34,3500,UTA@MIN,MIN,UTA,,,,,,SF
57818-110334,SG,Justin,Justin James,James,3.3730768057016225,26,3500,DAL@SAC,SAC,DAL,,,,,,SG
57818-110341,SG,Dylan,Dylan Windler,Windler,12.899999803112399,31,3500,CLE@TOR,CLE,TOR,O,Knee,,,,SG
57818-111371,PG,Justin,Justin Robinson,Robinson,5.5444446139865455,9,3500,OKC@PHI,OKC,PHI,,,,,,PG
57818-110348,SG,Quinndary,Quinndary Weatherspoon,Weatherspoon,2.8647059272317326,17,3500,SA@WAS,SA,WAS,,,,,,SG
57818-19726,SF,Abdel,Abdel Nader,Nader,12.53749974568685,24,3500,PHO@NY,PHO,NY,O,Knee,,,,SF
57818-55056,PF,Dario,Dario Saric,Saric,16.558537180830793,41,3500,PHO@NY,PHO,NY,,,,,,PF
57818-111376,SG,John,John Konchar,Konchar,11.485294117647058,34,3500,MEM@DEN,MEM,DEN,,,,,,SG
57818-110355,SF,Mfiondu,Mfiondu Kabengele,Kabengele,2.9555556685836226,27,3500,CLE@TOR,CLE,TOR,,,,,,SF
57818-110358,SG,Kyle,Kyle Guy,Guy,5.65652200450068,23,3500,DAL@SAC,SAC,DAL,,,,,,SG
57818-115994,PF,Tyler,Tyler Cook,Cook,7.5,21,3500,ATL@DET,DET,ATL,,,,,,PF
57818-110883,PF,Dean,Dean Wade,Wade,12.349019368489584,51,3500,CLE@TOR,CLE,TOR,,,,,,PF
57818-110882,SG,Adam,Adam Mokoka,Mokoka,3.1363636363636362,11,3500,CHI@MIA,CHI,MIA,,,,,,SG
57818-145697,PG,Karim,Karim Mane,Mane,3.6799999237060548,10,3500,LAL@ORL,ORL,LAL,,,,,,PG
57818-48940,SG,Wes,Wes Iwundu,Iwundu,6.974285888671875,35,3500,LAC@NO,NO,LAC,,,,,,SG
57818-119602,SF,Jontay,Jontay Porter,Porter,3.0428570338657925,7,3500,MEM@DEN,MEM,DEN,,,,,,SF
57818-20277,SG,Torrey,Torrey Craig,Craig,13.00789441560444,38,3500,PHO@NY,PHO,NY,,,,,,SG
57818-82744,PG,Shaquille,Shaquille Harrison,Harrison,3.6863635670055044,22,3500,MEM@DEN,DEN,MEM,,,,,,PG
57818-40769,PF,Jordan,Jordan Bell,Bell,11.859999847412109,5,3500,SA@WAS,WAS,SA,,,,,,PF
57818-145738,SG,Nate,Nate Hinton,Hinton,3.142857142857143,14,3500,DAL@SAC,DAL,SAC,,,,,,SG
57818-145737,SG,Brodric,Brodric Thomas,Thomas,5.94000015258789,20,3500,CLE@TOR,CLE,TOR,,,,,,SG
57818-17230,SG,Langston,Langston Galloway,Galloway,7.228571428571429,35,3500,PHO@NY,PHO,NY,GTD,Personal,,,,SG
57818-63826,C,Boban,Boban Marjanovic,Marjanovic,10.979166666666666,24,3500,DAL@SAC,DAL,SAC,,,,,,C
57818-9581,C,Marc,Marc Gasol,Gasol,17.31111111111111,45,3500,LAL@ORL,LAL,ORL,GTD,Finger,,,,C
57818-9589,PF,Udonis,Udonis Haslem,Haslem,7.925000190734863,4,3500,CHI@MIA,MIA,CHI,,,,,,PF
57818-9598,PF,Ersan,Ersan Ilyasova,Ilyasova,8.34000015258789,10,3500,UTA@MIN,UTA,MIN,,,,,,PF
57818-15744,SG,Rodney,Rodney McGruder,McGruder,10.087499618530273,16,3500,ATL@DET,DET,ATL,O,Elbow,,,,SG
57818-111492,PF,Amir,Amir Coffey,Coffey,5.442857288178944,42,3500,LAC@NO,LAC,NO,,,,,,PF
57818-145303,SG,Skylar,Skylar Mays,Mays,6.655555442527488,27,3500,ATL@DET,ATL,DET,,,,,,SG
57818-15771,C,Gorgui,Gorgui Dieng,Dieng,15.946428571428571,28,3500,SA@WAS,SA,WAS,,,,,,C
57818-145305,PF,Zeke,Zeke Nnaji,Nnaji,5.87894720780222,38,3500,MEM@DEN,DEN,MEM,,,,,,PF
57818-145310,PG,Saben,Saben Lee,Lee,14.691891232052365,37,3500,ATL@DET,DET,ATL,,,,,,PG
57818-145309,C,Udoka,Udoka Azubuike,Azubuike,3.2999998728434243,12,3500,UTA@MIN,UTA,MIN,O,Ankle,,,,C
57818-145821,SF,Josh,Josh Hall,Hall,5.828571319580078,14,3500,OKC@PHI,OKC,PHI,O,Knee,,,,SF
57818-145314,PF,Precious,Precious Achiuwa,Achiuwa,11.725454989346591,55,3500,CHI@MIA,MIA,CHI,,,,,,PF
57818-145315,SF,Elijah,Elijah Hughes,Hughes,3.0307693481445312,13,3500,UTA@MIN,UTA,MIN,,,,,,SF
57818-80805,PG,Markelle,Markelle Fultz,Fultz,26.1875,8,3500,LAL@ORL,ORL,LAL,O,Knee,,,,PG
57818-145322,PF,Jalen,Jalen Smith,Smith,2.6095237731933594,21,3500,PHO@NY,PHO,NY,,,,,,PF
57818-145323,PG,Tre,Tre Jones,Jones,3.6241378784179688,29,3500,SA@WAS,SA,WAS,,,,,,PG
57818-80811,SF,Jonathan,Jonathan Isaac,Isaac,32.2705867991728,34,3500,LAL@ORL,ORL,LAL,O,Knee,,,,SF
57818-145320,C,Daniel,Daniel Oturu,Oturu,3.3826088283372964,23,3500,LAC@NO,LAC,NO,,,,,,C
57818-80813,PG,Frank,Frank Ntilikina,Ntilikina,6.979166666666667,24,3500,PHO@NY,NY,PHO,,,,,,PG
57818-145326,PG,Tyrell,Tyrell Terry,Terry,3.6545455239035864,11,3500,DAL@SAC,DAL,SAC,O,Personal,,,,PG
57818-145324,SG,Devin,Devin Vassell,Vassell,12.37959133848852,49,3500,SA@WAS,SA,WAS,,,,,,SG
57818-80814,PG,Dennis,Dennis Smith,Smith,18.282608695652176,23,3500,ATL@DET,DET,ATL,O,Knee,,,,PG
57818-145325,SG,Josh,Josh Green,Green,5.807143075125558,28,3500,DAL@SAC,DAL,SAC,,,,,,SG
57818-145330,PG,Isaiah,Isaiah Joe,Joe,5.946875095367432,32,3500,OKC@PHI,PHI,OKC,,,,,,PG
57818-148402,SF,Gabriel,Gabriel Deck,Deck,,,3500,OKC@PHI,OKC,PHI,,,,,,SF
57818-145329,SF,Paul,Paul Reed,Reed,6.8666665818956165,18,3500,OKC@PHI,PHI,OKC,,,,,,SF
57818-145334,SG,Desmond,Desmond Bane,Bane,17.025454989346592,55,3500,MEM@DEN,MEM,DEN,,,,,,SG
57818-145332,SF,Tyler,Tyler Bey,Bey,2.7363636710427026,11,3500,DAL@SAC,DAL,SAC,,,,,,SF
57818-9655,SF,JJ,JJ Redick,Redick,12.12894720780222,38,3500,DAL@SAC,DAL,SAC,,,,,,SF
57818-48567,PG,Cameron,Cameron Payne,Payne,16.67755126953125,49,3500,PHO@NY,PHO,NY,,,,,,PG
57818-145338,PG,Jahmi'us,Jahmi'us Ramsey,Ramsey,3.0600000381469727,5,3500,DAL@SAC,SAC,DAL,,,,,,PG
57818-145339,SF,Obi,Obi Toppin,Toppin,8.333333333333334,51,3500,PHO@NY,NY,PHO,,,,,,SF
57818-145343,PG,Jalen,Jalen Harris,Harris,2.9000000953674316,4,3500,CLE@TOR,TOR,CLE,GTD,Hip,,,,PG
57818-145350,PF,Robert,Robert Woodard,Woodard,3.290909160267223,11,3500,DAL@SAC,SAC,DAL,O,Back,,,,PF
57818-15814,C,Alex,Alex Len,Len,15.11923100398137,52,3500,SA@WAS,WAS,SA,,,,,,C
57818-145349,PG,Cassius,Cassius Winston,Winston,4.127777947319879,18,3500,SA@WAS,WAS,SA,,,,,,PG
57818-145354,SG,Devon,Devon Dotson,Dotson,2.6000000635782876,6,3500,CHI@MIA,CHI,MIA,,,,,,SG
57818-145352,SG,Trent,Trent Forrest,Forrest,3.5888888041178384,18,3500,UTA@MIN,UTA,MIN,,,,,,SG
57818-145358,PG,Markus,Markus Howard,Howard,2.075862095273774,29,3500,MEM@DEN,DEN,MEM,,,,,,PG
57818-9677,SF,Jared,Jared Dudley,Dudley,3.6636362942782315,11,3500,LAL@ORL,LAL,ORL,GTD,Knee,,,,SF
57818-145356,SF,Sean,Sean McDermott,McDermott,4.635294297162225,17,3500,MEM@DEN,MEM,DEN,,,,,,SF
57818-145357,PF,Lamar,Lamar Stevens,Stevens,9.617500305175781,40,3500,CLE@TOR,CLE,TOR,,,,,,PF
57818-116178,PG,Rayjon,Rayjon Tucker,Tucker,3.509090770374645,11,3500,OKC@PHI,PHI,OKC,,,,,,PG
57818-85466,PF,Wenyen,Wenyen Gabriel,Gabriel,4.259999847412109,10,3500,LAC@NO,NO,LAC,,,,,,PF
57818-15843,PG,Trey,Trey Burke,Burke,10.869387256855868,49,3500,DAL@SAC,DAL,SAC,,,,,,PG
57818-17894,C,Mike,Mike Muscala,Muscala,16.440000697544644,35,3500,OKC@PHI,OKC,PHI,O,Ankle,,,,C
57818-16368,PF,Mike,Mike Scott,Scott,10.158536585365853,41,3500,OKC@PHI,PHI,OKC,,,,,,PF
57818-63478,C,Cristiano,Cristiano Felicio,Felicio,3.446153787466196,13,3500,CHI@MIA,CHI,MIA,,,,,,C