Optimization_No,Date,Predicted_Score,Cost,Player_Count,FD_Points,Cash,Percentile,multiplier,Outcome
1,2021-03-30,293.414671119545,5.55,9,290.0,N,-0.14363885088919284,1.7,0.0
2,2021-03-30,223.27884314121246,5.55,7,209.5,N,-1.2448700410396716,1.7,0.0
3,2021-03-30,223.27874348232768,5.55,9,252.7,N,-0.6538987688098494,1.7,0.0
4,2021-03-30,223.27863417516465,5.55,9,205.0,N,-1.3064295485636108,1.7,0.0
5,2021-03-30,223.27854522799103,5.55,9,303.5,Y,0.041039671682626525,1.7,9.435
6,2021-03-30,202.2477246089407,5.55,8,219.5,N,-1.1080711354309165,1.7,0.0
7,2021-03-30,202.24762308624958,5.55,9,227.8,N,-0.9945280437756492,1.7,0.0
8,2021-03-30,202.2475180494128,5.55,9,239.0,N,-0.8413132694938442,1.7,0.0
9,2021-03-30,181.21668874271973,5.55,8,204.7,N,-1.3105335157318738,1.7,0.0
10,2021-03-30,181.21657913909755,5.55,9,244.3,N,-0.7688098495212035,1.7,0.0
1,2021-03-31,323.1864329135128,5.55,9,338.5,Y,0.17530319735391378,2.0,11.1
2,2021-03-31,322.5609758667884,5.55,9,326.9000000000001,Y,0.04740904079382593,1.7,9.435
3,2021-03-31,321.5666323327991,5.55,9,353.90000000000015,Y,0.3450937155457554,2.1,11.655
4,2021-03-31,321.47551894809015,5.55,9,334.1,Y,0.12679162072767367,1.7,9.435
5,2021-03-31,321.3278567107326,5.55,9,337.4000000000001,Y,0.16317530319735407,1.7,9.435
6,2021-03-31,321.13861871291044,5.55,9,332.1,Y,0.1047409040793826,1.7,9.435
7,2021-03-31,320.9112106818651,5.55,9,332.7,Y,0.11135611907386954,1.7,9.435
8,2021-03-31,320.8885295220725,5.55,9,341.9000000000001,Y,0.21278941565600887,2.0,11.1
9,2021-03-31,320.8040226827089,5.55,9,329.50000000000006,Y,0.07607497243660458,1.7,9.435
10,2021-03-31,320.74388750146164,5.55,9,317.5,N,-0.056229327453142484,1.7,0.0
1,2021-04-02,322.2588432,4.44,9,262.1,N,-0.8233861140000001,1.7,0.0
2,2021-04-02,320.7931055,4.44,9,273.3,N,-0.686967113,1.7,0.0
3,2021-04-02,320.5930782,4.44,9,278.6,N,-0.622411693,1.7,0.0
4,2021-04-02,320.5188431,4.44,9,266.3,N,-0.772228989,1.7,0.0
5,2021-04-02,320.4818098,4.44,9,271.2,N,-0.712545676,1.7,0.0
6,2021-04-02,320.3931625,4.44,9,282.2,N,-0.578562728,1.7,0.0
7,2021-04-02,320.2670182,4.44,9,307.4,N,-0.27161997600000004,1.7,0.0
8,2021-04-02,320.2425876000001,4.44,9,304.1,N,-0.31181486,1.7,0.0
9,2021-04-02,320.1699761000001,4.44,9,280.4,N,-0.600487211,1.7,0.0
10,2021-04-02,320.16103819999995,4.44,9,271.6,N,-0.7076735690000001,1.7,0.0
1,2021-04-03,309.3667258426298,9.0,9,270.2,N,-0.7161383285302588,1.7,0.0
2,2021-04-03,309.10908364746416,9.0,9,287.3,N,-0.4697406340057629,1.7,0.0
3,2021-04-03,309.0820373494876,9.0,9,299.7,N,-0.2910662824207489,1.7,0.0
4,2021-04-03,308.71783039715666,9.0,9,290.1,N,-0.4293948126801144,1.7,0.0
5,2021-04-03,308.6167236873468,9.0,9,257.1,N,-0.9048991354466848,1.7,0.0
6,2021-04-03,308.5554455938787,9.0,9,273.50000000000006,N,-0.6685878962536008,1.7,0.0
7,2021-04-03,308.39388330313614,9.0,9,287.0,N,-0.4740634005763683,1.7,0.0
8,2021-04-03,308.3792002674681,9.0,9,254.6,N,-0.940922190201728,1.7,0.0
9,2021-04-03,308.29401378486875,9.0,9,281.3,N,-0.5561959654178666,1.7,0.0
10,2021-04-03,308.29332202857705,9.0,9,287.9000000000001,N,-0.4610951008645522,1.7,0.0
1,2021-04-04,313.1862512,4.44,9,277.4,N,-0.29547960300000004,1.7,0.0
2,2021-04-04,313.0278926000001,4.44,9,287.0,N,-0.189636163,1.7,0.0
3,2021-04-04,312.9159446999999,4.44,9,271.1,N,-0.364939361,1.7,0.0
4,2021-04-04,312.9064966,4.44,9,277.7,N,-0.292171996,1.7,0.0
5,2021-04-04,312.6699483999999,4.44,9,257.5,N,-0.5148842339999999,1.7,0.0
6,2021-04-04,312.5831541,4.44,9,257.1,N,-0.519294377,1.7,0.0
7,2021-04-04,312.442185,4.44,9,280.1,N,-0.265711136,1.7,0.0
8,2021-04-04,312.3643289,4.44,9,261.6,N,-0.469680265,1.7,0.0
9,2021-04-04,312.0339782,4.44,9,236.9,N,-0.742006615,1.7,0.0
10,2021-04-04,312.0323524,4.44,9,251.2,N,-0.584343991,1.7,0.0
1,2021-04-05,303.47382210000006,4.44,9,302.9,N,-0.14896214900000002,1.7,0.0
2,2021-04-05,302.40366939999996,4.44,9,326.9,Y,0.144078144,1.7,7.547999999999999
3,2021-04-05,302.3947653,4.44,9,312.7,N,-0.029304029,1.7,0.0
4,2021-04-05,302.3574514,4.44,9,303.4,N,-0.14285714300000002,1.7,0.0
5,2021-04-05,302.03302149999996,4.44,9,320.2,Y,0.062271062,1.7,7.547999999999999
6,2021-04-05,301.6928192,4.44,9,305.9,N,-0.112332112,1.7,0.0
7,2021-04-05,301.59837369999997,4.44,9,302.8,N,-0.15018315,1.7,0.0
8,2021-04-05,301.572197,4.44,9,311.0,N,-0.05006105,1.7,0.0
9,2021-04-05,301.4745772,4.44,9,313.1,N,-0.024420024,1.7,0.0
10,2021-04-05,301.3246125,4.44,9,336.7,Y,0.263736264,2.1,9.324
1,2021-04-06,319.9788374,5.0,9,303.3,Y,0.112440191,1.7,8.5
2,2021-04-06,319.8824244,5.0,9,304.4,Y,0.125598086,1.7,8.5
3,2021-04-06,319.8187755,5.0,9,289.5,N,-0.052631579000000005,1.7,0.0
4,2021-04-06,319.7642268,5.0,9,299.2,Y,0.06339712900000001,1.7,8.5
5,2021-04-06,319.69126560000007,5.0,9,296.2,Y,0.027511962,1.7,8.5
6,2021-04-06,319.6678138000001,5.0,9,300.3,Y,0.076555024,1.7,8.5
7,2021-04-06,319.54030389999997,5.0,9,307.0,Y,0.156698565,1.7,8.5
8,2021-04-06,319.2797728999999,5.0,9,282.1,N,-0.141148325,1.7,0.0
9,2021-04-06,318.9064974,5.0,9,283.8,N,-0.12081339699999999,1.7,0.0
10,2021-04-06,318.8567124,5.0,9,293.0,N,-0.01076555,1.7,0.0
1,2021-04-07,321.6010566,4.44,9,269.3,N,-0.50401837,1.7,0.0
2,2021-04-07,319.3592524,4.44,9,321.0,Y,0.089552239,1.7,7.547999999999999
3,2021-04-07,319.26421919999996,4.44,9,313.1,N,-0.001148106,1.7,0.0
4,2021-04-07,319.18082460000005,4.44,9,298.2,N,-0.17221584399999998,1.7,0.0
5,2021-04-07,318.9621793,4.44,9,273.0,N,-0.46153846200000004,1.7,0.0
6,2021-04-07,318.9564466,4.44,9,295.7,N,-0.200918485,1.7,0.0
7,2021-04-07,318.8850695,4.44,9,276.2,N,-0.4247990820000001,1.7,0.0
8,2021-04-07,318.842358,4.44,9,326.8,Y,0.156142365,1.7,7.547999999999999
9,2021-04-07,318.79828139999995,4.44,9,273.2,N,-0.45924225,1.7,0.0
10,2021-04-07,318.53760689999996,4.44,9,287.9,N,-0.290470723,1.7,0.0
1,2021-04-08,319.7313663,4.44,9,315.6,N,-0.17081448,1.7,0.0
2,2021-04-08,319.4036723000001,4.44,9,315.6,N,-0.17081448,1.7,0.0
3,2021-04-08,318.4870771,4.44,9,315.1,N,-0.176470588,1.7,0.0
4,2021-04-08,317.7409019,4.44,9,287.6,N,-0.487556561,1.7,0.0
5,2021-04-08,317.1790849,4.44,9,301.9,N,-0.325791855,1.7,0.0
6,2021-04-08,316.6120806,4.44,9,337.4,Y,0.075791855,1.7,7.547999999999999
7,2021-04-08,316.41016,4.44,9,320.1,N,-0.11990950199999999,1.7,0.0
8,2021-04-08,316.4014776,4.44,9,322.3,N,-0.095022624,1.7,0.0
9,2021-04-08,316.38800269999996,4.44,9,338.8,Y,0.09162895900000001,1.7,7.547999999999999
10,2021-04-08,316.3080412,4.44,9,300.7,N,-0.339366516,1.7,0.0
1,2021-04-09,318.6321048,5.0,9,321.0,N,-0.245654693,1.7,0.0
2,2021-04-09,318.4585213,5.0,9,276.3,N,-0.763615295,1.7,0.0
3,2021-04-09,317.59254269999997,5.0,9,279.1,N,-0.7311703359999999,1.7,0.0
4,2021-04-09,317.5484341,5.0,9,293.8,N,-0.560834299,1.7,0.0
5,2021-04-09,317.46157339999996,5.0,9,331.5,N,-0.123986095,1.7,0.0
6,2021-04-09,317.34541989999997,5.0,9,293.8,N,-0.560834299,1.7,0.0
7,2021-04-09,317.1639667,5.0,9,292.9,N,-0.5712630360000001,1.7,0.0
8,2021-04-09,317.00200839999997,5.0,9,336.5,N,-0.066048667,1.7,0.0
9,2021-04-09,316.97476560000007,5.0,9,300.3,N,-0.485515643,1.7,0.0
10,2021-04-09,316.9687669,5.0,9,291.0,N,-0.5932792579999999,1.7,0.0
1,2021-04-10,313.4655269,5.0,9,332.3,Y,0.156899811,1.7,8.5
2,2021-04-10,313.2099103,5.0,9,280.4,N,-0.333648393,1.7,0.0
3,2021-04-10,312.467572,5.0,9,276.0,N,-0.375236295,1.7,0.0
4,2021-04-10,311.4427037,5.0,9,330.5,Y,0.139886578,1.7,8.5
5,2021-04-10,311.1870871000001,5.0,9,278.6,N,-0.350661626,1.7,0.0
6,2021-04-10,311.1694461,5.0,9,319.1,Y,0.032136106,1.7,8.5
7,2021-04-10,311.0458184,5.0,9,306.6,N,-0.08601134199999999,1.7,0.0
8,2021-04-10,310.76473230000005,5.0,9,341.8,Y,0.246691871,2.1,10.5
9,2021-04-10,310.5269443,5.0,9,313.5,N,-0.020793951,1.7,0.0
10,2021-04-10,310.50911569999994,5.0,9,289.9,N,-0.243856333,1.7,0.0
1,2021-04-11,313.8149715,5.55,9,334.2,Y,0.07247796299999999,1.7,9.435
2,2021-04-11,313.5909154,5.55,9,342.1,Y,0.149853085,1.7,9.435
3,2021-04-11,313.18120810000005,5.55,9,353.1,Y,0.257590597,2.1,11.655
4,2021-04-11,313.0365416,5.55,9,353.1,Y,0.257590597,2.1,11.655
5,2021-04-11,312.980444,5.55,9,318.9,N,-0.077375122,1.7,0.0
6,2021-04-11,312.8124390000001,5.55,9,336.0,Y,0.090107738,1.7,9.435
7,2021-04-11,312.7462358,5.55,9,330.1,Y,0.032321254,1.7,9.435
8,2021-04-11,312.74274810000014,5.55,9,355.6,Y,0.282076396,2.1,11.655
9,2021-04-11,312.71701939999997,5.55,9,280.4,N,-0.454456415,1.7,0.0
10,2021-04-11,312.6986008,5.55,9,348.5,Y,0.21253672899999998,2.0,11.1
1,2021-04-12,318.459565,4.44,9,302.9,N,-0.0034246579999999997,1.7,0.0
2,2021-04-12,318.2112936000001,4.44,9,304.2,Y,0.011415525,1.7,7.547999999999999
3,2021-04-12,318.0855682,4.44,9,313.5,Y,0.11757990900000001,1.7,7.547999999999999
4,2021-04-12,317.9795409,4.44,9,326.3,Y,0.26369863,2.1,9.324
5,2021-04-12,317.902081,4.44,9,295.4,N,-0.089041096,1.7,0.0
6,2021-04-12,317.69300739999994,4.44,9,297.1,N,-0.06963470299999999,1.7,0.0
7,2021-04-12,317.4612547,4.44,9,319.2,Y,0.182648402,2.0,8.88
8,2021-04-12,317.34319419999997,4.44,9,290.4,N,-0.146118721,1.7,0.0
9,2021-04-12,317.3289978,4.44,9,322.7,Y,0.22260274,2.0,8.88
10,2021-04-12,317.0791814,4.44,9,287.5,N,-0.179223744,1.7,0.0
1,2021-04-13,301.5024308,4.44,9,279.1,N,-0.554307116,1.7,0.0
2,2021-04-13,301.0446955,4.44,9,279.1,N,-0.554307116,1.7,0.0
3,2021-04-13,299.4447418000001,4.44,9,283.6,N,-0.498127341,1.7,0.0
4,2021-04-13,299.3536789,4.44,9,270.5,N,-0.661672909,1.7,0.0
5,2021-04-13,299.3434533,4.44,9,260.5,N,-0.786516854,1.7,0.0
6,2021-04-13,299.3290626000001,4.44,9,264.8,N,-0.732833958,1.7,0.0
7,2021-04-13,299.0431137,4.44,9,271.2,N,-0.652933833,1.7,0.0
8,2021-04-13,299.0378611,4.44,9,278.1,N,-0.566791511,1.7,0.0
9,2021-04-13,298.8847649,4.44,9,254.5,N,-0.8614232209999999,1.7,0.0
10,2021-04-13,298.682347,4.44,9,295.1,N,-0.354556804,1.7,0.0
1,2021-04-14,322.0875752,4.44,9,313.3,N,-0.25210084,1.7,0.0
2,2021-04-14,321.9340503,4.44,9,343.4,Y,0.06407563,1.7,7.547999999999999
3,2021-04-14,321.2317948000001,4.44,9,340.2,Y,0.030462185,1.7,7.547999999999999
4,2021-04-14,320.8432305,4.44,9,302.0,N,-0.370798319,1.7,0.0
5,2021-04-14,320.6897057,4.44,9,332.1,N,-0.05462184900000002,1.7,0.0
6,2021-04-14,320.6612159,4.44,9,324.8,N,-0.131302521,1.7,0.0
7,2021-04-14,320.5033385,4.44,9,347.8,Y,0.11029411800000001,1.7,7.547999999999999
8,2021-04-14,320.4441394,4.44,9,336.4,N,-0.009453781999999999,1.7,0.0
9,2021-04-14,320.44021269999996,4.44,9,309.6,N,-0.290966387,1.7,0.0
10,2021-04-14,320.4179078,4.44,9,301.0,N,-0.381302521,1.7,0.0
1,2021-04-15,302.58124889999993,4.0,9,275.3,N,-0.073781291,1.7,0.0
2,2021-04-15,302.1177437,4.0,9,255.7,N,-0.33201581,1.7,0.0
3,2021-04-15,302.1125739,4.0,9,295.6,Y,0.193675889,2.0,8.0
4,2021-04-15,301.5236634,4.0,9,271.3,N,-0.126482213,1.7,0.0
5,2021-04-15,301.37583639999997,4.0,9,294.7,Y,0.181818182,2.0,8.0
6,2021-04-15,300.9123312,4.0,9,275.1,N,-0.076416337,1.7,0.0
7,2021-04-15,300.6256266000001,4.0,9,266.5,N,-0.18972332,1.7,0.0
8,2021-04-15,299.62375160000005,4.0,9,276.6,N,-0.056653490999999986,1.7,0.0
9,2021-04-15,299.514773,4.0,9,257.6,N,-0.306982872,1.7,0.0
10,2021-04-15,299.42018939999997,4.0,9,244.4,N,-0.48089591600000003,1.7,0.0
1,2021-04-16,335.5437809,4.44,9,325.7,N,-0.24227318,1.7,0.0
2,2021-04-16,334.3071097,4.44,9,314.4,N,-0.354935194,1.7,0.0
3,2021-04-16,334.134743,4.44,9,344.1,N,-0.05882352900000001,1.7,0.0
4,2021-04-16,333.6677845000001,4.44,9,332.7,N,-0.17248255199999998,1.7,0.0
5,2021-04-16,333.49503660000005,4.44,9,299.7,N,-0.501495513,1.7,0.0
6,2021-04-16,333.1612336,4.44,9,301.6,N,-0.482552343,1.7,0.0
7,2021-04-16,332.9196323000001,4.44,9,316.1,N,-0.33798604200000004,1.7,0.0
8,2021-04-16,332.9186262,4.44,9,309.0,N,-0.408773679,1.7,0.0
9,2021-04-16,332.8722956000001,4.44,9,303.4,N,-0.464606181,1.7,0.0
10,2021-04-16,332.8498142,4.44,9,346.6,N,-0.033898305,1.7,0.0
1,2021-04-17,317.9216206000001,4.44,9,292.1,N,-0.377622378,1.7,0.0
2,2021-04-17,317.83491210000005,4.44,9,277.6,N,-0.58041958,1.7,0.0
3,2021-04-17,317.6811687,4.44,9,282.8,N,-0.507692308,1.7,0.0
4,2021-04-17,316.8074256999999,4.44,9,325.2,Y,0.085314685,1.7,7.547999999999999
5,2021-04-17,316.1031498000001,4.44,9,344.6,Y,0.35664335700000005,2.1,9.324
6,2021-04-17,316.0661411000001,4.44,9,310.3,N,-0.123076923,1.7,0.0
7,2021-04-17,316.00588569999996,4.44,9,274.2,N,-0.627972028,1.7,0.0
8,2021-04-17,315.987978,4.44,9,311.9,N,-0.10069930099999999,1.7,0.0
9,2021-04-17,315.8271078,4.44,9,294.8,N,-0.33986014,1.7,0.0
10,2021-04-17,315.8159602,4.44,9,286.6,N,-0.454545455,1.7,0.0
1,2021-04-18,312.7219740000001,5.0,9,265.4,N,-0.942260442,1.7,0.0
2,2021-04-18,312.7186661,5.0,9,285.6,N,-0.6941031940000001,1.7,0.0
3,2021-04-18,312.6998592,5.0,9,324.4,N,-0.21744471699999998,1.7,0.0
4,2021-04-18,312.5894913,5.0,9,278.4,N,-0.782555283,1.7,0.0
5,2021-04-18,312.5705365,5.0,9,264.9,N,-0.948402948,1.7,0.0
6,2021-04-18,312.43721439999996,5.0,9,317.1,N,-0.307125307,1.7,0.0
7,2021-04-18,312.06545510000007,5.0,9,288.0,N,-0.664619165,1.7,0.0
8,2021-04-18,311.9620466,5.0,9,248.7,N,-1.147420147,1.7,0.0
9,2021-04-18,311.9587387,5.0,9,268.9,N,-0.899262899,1.7,0.0
10,2021-04-18,311.8295639,5.0,9,261.7,N,-0.987714988,1.7,0.0
1,2021-04-19,320.2213823,4.44,9,327.3,N,-0.298638132,1.7,0.0
2,2021-04-19,320.2074088,4.44,9,347.1,N,-0.106031128,1.7,0.0
3,2021-04-19,319.59693239999996,4.44,9,316.1,N,-0.407587549,1.7,0.0
4,2021-04-19,319.5651775,4.44,9,343.4,N,-0.142023346,1.7,0.0
5,2021-04-19,319.5103299999999,4.44,9,371.6,Y,0.13229572,1.7,7.547999999999999
6,2021-04-19,319.4438133999999,4.44,9,363.4,Y,0.052529183,1.7,7.547999999999999
7,2021-04-19,319.3629659,4.44,9,368.6,Y,0.10311284,1.7,7.547999999999999
8,2021-04-19,319.3596956,4.44,9,377.7,Y,0.191634241,2.0,8.88
9,2021-04-19,319.3128035000001,4.44,9,341.3,N,-0.162451362,1.7,0.0
10,2021-04-19,319.2597523,4.44,9,378.3,Y,0.197470817,2.0,8.88
1,2021-04-20,301.6996928000001,4.44,9,291.9,N,-0.43373494,1.7,0.0
2,2021-04-20,301.5873855,4.44,9,297.7,N,-0.333907057,1.7,0.0
3,2021-04-20,300.77864239999997,4.44,9,308.2,N,-0.153184165,1.7,0.0
4,2021-04-20,300.7537738,4.44,9,301.2,N,-0.273666093,1.7,0.0
5,2021-04-20,300.529065,4.44,9,297.2,N,-0.342512909,1.7,0.0
6,2021-04-20,299.9449278,4.44,9,283.2,N,-0.583476764,1.7,0.0
7,2021-04-20,299.7743715,4.44,9,295.8,N,-0.366609294,1.7,0.0
8,2021-04-20,299.5903063,4.44,9,295.3,N,-0.375215146,1.7,0.0
9,2021-04-20,299.477999,4.44,9,301.1,N,-0.275387263,1.7,0.0
10,2021-04-20,299.4652939,4.44,9,275.1,N,-0.7228915659999999,1.7,0.0
1,2021-04-21,328.5349436,4.44,9,310.7,N,-0.386809269,1.7,0.0
2,2021-04-21,328.4229241000001,4.44,9,284.0,N,-0.6247771839999999,1.7,0.0
3,2021-04-21,328.3483435,4.44,9,284.8,N,-0.6176470589999999,1.7,0.0
4,2021-04-21,328.2968563,4.44,9,304.1,N,-0.44563279899999997,1.7,0.0
5,2021-04-21,328.1848367,4.44,9,277.4,N,-0.6836007129999999,1.7,0.0
6,2021-04-21,327.9361604,4.44,9,314.6,N,-0.352049911,1.7,0.0
7,2021-04-21,327.885425,4.44,9,294.4,N,-0.532085561,1.7,0.0
8,2021-04-21,327.6906909,4.44,9,340.7,N,-0.11942959,1.7,0.0
9,2021-04-21,327.6473376,4.44,9,287.8,N,-0.590909091,1.7,0.0
10,2021-04-21,327.4526035,4.44,9,334.1,N,-0.178253119,1.7,0.0
1,2021-04-22,301.100598975281,4.44,9,294.2000000000001,Y,0.03473945409429364,1.7,7.547999999999999
2,2021-04-22,300.75818136531444,4.44,9,333.1,Y,0.5173697270471461,3.9,17.316000000000006
3,2021-04-22,299.96082826018267,4.44,9,321.1,Y,0.3684863523573199,2.1,9.324000000000002
4,2021-04-22,299.90798809454174,4.44,9,310.6,Y,0.2382133995037219,2.1,9.324000000000002
5,2021-04-22,299.83724395094043,4.44,9,301.10000000000014,Y,0.12034739454094415,1.7,7.547999999999999
6,2021-04-22,299.8157112521189,4.44,9,299.3,Y,0.09801488833746938,1.7,7.547999999999999
7,2021-04-22,299.57522945375393,4.44,9,298.5,Y,0.08808933002481416,1.7,7.547999999999999
8,2021-04-22,299.53544018662257,4.44,9,311.80000000000007,Y,0.25310173697270577,2.1,9.324000000000002
9,2021-04-22,299.50796099817217,4.44,9,335.10000000000014,Y,0.5421836228287852,4.9,21.756000000000004
10,2021-04-22,299.49016456087,4.44,9,313.6,Y,0.27543424317617843,2.1,9.324000000000002
1,2021-04-23,304.2007744321266,4.44,9,262.4,N,-0.8799048751486324,1.7,0.0
2,2021-04-23,304.16306368414337,4.44,9,252.1,N,-1.0023781212841851,1.7,0.0
3,2021-04-23,304.1129601329561,4.44,9,281.3,N,-0.6551724137931029,1.7,0.0
4,2021-04-23,303.88005716012543,4.44,9,299.2999999999999,N,-0.4411414982164092,1.7,0.0
5,2021-04-23,303.8171095885132,4.44,9,304.7,N,-0.3769322235434005,1.7,0.0
6,2021-04-23,302.909836355474,4.44,9,271.6,N,-0.7705112960760991,1.7,0.0
7,2021-04-23,302.82202205630335,4.44,9,290.5,N,-0.5457788347205703,1.7,0.0
8,2021-04-23,302.5100933912459,4.44,9,295.5,N,-0.48632580261593295,1.7,0.0
9,2021-04-23,302.4438929639432,4.44,9,268.2,N,-0.8109393579072529,1.7,0.0
10,2021-04-23,302.29339533940623,4.44,9,313.60000000000014,N,-0.271105826397145,1.7,0.0
1,2021-04-24,314.8052087549212,5.0,9,292.9000000000001,N,-0.8658192090395472,1.7,0.0
2,2021-04-24,313.96719700777686,5.0,9,300.8,N,-0.7542372881355928,1.7,0.0
3,2021-04-24,313.2992564169112,5.0,9,328.7,N,-0.3601694915254237,1.7,0.0
4,2021-04-24,313.2537824898612,5.0,9,333.2,N,-0.29661016949152536,1.7,0.0
5,2021-04-24,312.7616719198783,5.0,9,311.8,N,-0.5988700564971747,1.7,0.0
6,2021-04-24,311.92871889602367,5.0,9,302.7000000000001,N,-0.7274011299435019,1.7,0.0
7,2021-04-24,311.923660172734,5.0,9,319.7,N,-0.4872881355932202,1.7,0.0
8,2021-04-24,311.8827501575521,5.0,9,292.4000000000001,N,-0.8728813559322026,1.7,0.0
9,2021-04-24,311.66426239666475,5.0,9,320.7,N,-0.4731638418079096,1.7,0.0
10,2021-04-24,311.6445230782977,5.0,9,297.3,N,-0.8036723163841804,1.7,0.0
1,2021-04-25,309.3443105643373,5.55,9,309.8999999999998,N,-0.3039215686274525,1.7,0.0
2,2021-04-25,308.2119589815065,5.55,9,329.0,N,-0.03641456582633086,1.7,0.0
3,2021-04-25,307.5402817850476,5.55,9,342.2,Y,0.14845938375350096,1.7,9.435
4,2021-04-25,307.35292858622415,5.55,9,300.8,N,-0.43137254901960814,1.7,0.0
5,2021-04-25,307.1279874095431,5.55,9,334.3,Y,0.03781512605042002,1.7,9.435
6,2021-04-25,307.11661368161066,5.55,9,317.5,N,-0.19747899159663904,1.7,0.0
7,2021-04-25,307.08424375154635,5.55,9,308.6,N,-0.3221288515406172,1.7,0.0
8,2021-04-25,307.08047923933134,5.55,9,332.3,Y,0.009803921568627295,1.7,9.435
9,2021-04-25,307.061509898242,5.55,9,299.50000000000006,N,-0.4495798319327728,1.7,0.0
10,2021-04-25,306.9797495042907,5.55,9,334.50000000000006,Y,0.04061624649859994,1.7,9.435
1,2021-04-26,317.680097818395,5.0,9,330.1,Y,0.25141562853907184,2.1,10.5
2,2021-04-26,317.33195966671207,5.0,9,303.2000000000001,N,-0.053227633069081896,1.7,0.0
3,2021-04-26,316.6182169744341,5.0,9,300.3,N,-0.08607021517553755,1.7,0.0
4,2021-04-26,316.3137983975209,5.0,9,333.10000000000014,Y,0.2853907134767848,2.1,10.5
5,2021-04-26,316.23783465727087,5.0,9,333.6,Y,0.2910532276330696,2.1,10.5
6,2021-04-26,316.2367194737912,5.0,9,296.4,N,-0.13023782559456398,1.7,0.0
7,2021-04-26,316.23021569077684,5.0,9,314.9,Y,0.07927519818799546,1.7,8.5
8,2021-04-26,316.2080418767672,5.0,9,328.9,Y,0.2378255945639864,2.1,10.5
9,2021-04-26,316.19800846801127,5.0,9,322.4000000000001,Y,0.16421291053227696,1.7,8.5
10,2021-04-26,316.0973574437633,5.0,9,326.6,Y,0.2117780294450741,2.0,10.0
